Name,Sport,Discipline,Age Category,Total Miles,Total Laps,Average Speed (kph),Total Time (HH:MM:SS)
Dekai Navarro,Skateboard,Overall,, False
Christian Gidus,Skateboard,Skateboard,Ages 14 - 18, False
Joseph Williams,Skateboard,Skateboard,Ages 19+, False
Underground Longboarding Crew,Skateboard,Team,, True
Paul Andras,Skateboard,Skateboard,Ages 19+, False
Malcolm Eastman,Skateboard,Skateboard,Ages 19+, False
Giovanni Barbazza,Skateboard,Skateboard,Ages 19+, False
Timothy Payne,Paddle,Stand UP Paddle,, False
Borja Estrada,Skateboard,Skateboard,Ages 19+, False
Team I D S A,Skateboard,Team,, True
Haluk Ayata,Skateboard,Skateboard,Ages 19+, False
Justin Sandoval,Skateboard,Skateboard,Ages 19+, False
Morgan Dossett,Skateboard,Skateboard,Ages 19+, False
Micah Willis,Paddle,Stand UP Paddle,, False
Alex Dingman,Skateboard,Skateboard,Ages 19+, False
Alex Pelkey,Paddle,Stand UP Paddle,, False
Fabien Bagland,Skateboard,Skateboard,Ages 19+, False
Reuben Wielms,Skateboard,Skateboard,Ages 19+, False
Raising Cane Blue World,Skateboard,Team,, True
Andre Bruni,Skateboard,Skateboard,Ages 19+, False
Andy Ortiz,Skateboard,Skateboard,Ages 19+, False
Michael Going,Skateboard,Skateboard,Ages 19+, False
John Moriarty,Skateboard,Skateboard,Ages 19+, False
Jeffrey Weinstock,Skateboard,Skateboard,Ages 19+, False
Timothy Aust,Skateboard,Skateboard,Ages 19+, False
Sebastian Schlumpf,Skateboard,Skateboard,Ages 19+, False
Alyssa Monteiro,Skateboard,Skateboard,Ages 19+, False
Matthew Williams,Skateboard,Skateboard,Ages 19+, False
Jeffrey Harper,Skateboard,Skateboard,Ages 19+, False
David Mattson,Skateboard,Skateboard,Ages 19+, False
Sidra Boyer,Skateboard,Skateboard,Ages 19+, False
Stone Selseth,Skateboard,Skateboard,Ages 19+, False
Sirena Andras,Skateboard,Skateboard,Ages 19+, False
Alex Vazquez,Paddle,Stand UP Paddle,, False
Mark Harris,Skateboard,Skateboard,Ages 19+, False
Alain Benitez,Skateboard,Skateboard,Ages 19+, False
Tim Breaseale,Skateboard,Skateboard,Ages 19+, False
Adrian F. Rodriguez,Skateboard,Skateboard,Ages 01 - 13, False
Evan Beshures,Skateboard,Skateboard,Ages 19+, False
Lorenzo Leffler,Skateboard,Skateboard,Ages 19+, False
Blake ( Califlorida ) Parsons,Skateboard,Skateboard,Ages 19+, False
Harley Waggoner,Skateboard,Skateboard,Ages 19+, False
Allison Startzell,Skateboard,Skateboard,Ages 19+, False
Jorge Rodriguez,Skateboard,Skateboard,Ages 14 - 18, False
Jorge Rodriguez,Paddle,Stand UP Paddle,, False
Jordi Ensign,Skateboard,Skateboard,Ages 19+, False
Charlene Falconhawk,Skateboard,Skateboard,Ages 19+, False
Ronald Lewis,Paddle,Stand UP Paddle,, False
Matthew Ramsey,Skateboard,Skateboard,Ages 19+, False
Kevin Baron,Skateboard,Skateboard,Ages 19+, False
Wyatt Matthews,Skateboard,Skateboard,Ages 19+, False
Raul Olague,Skateboard,Skateboard,Ages 19+, False
Dwight Williams,Paddle,Stand UP Paddle,, False
Jonathan Porter,Skateboard,Skateboard,Ages 14 - 18, False
Robert Munz,Skateboard,Skateboard,Ages 14 - 18, False
Amy Steinberg,Skateboard,Skateboard,Ages 19+, False
Jennifer Gonzalez,Skateboard,Skateboard,Ages 19+, False
