Name,Sport,Discipline,Age Category,Total Miles,Total Laps,Average Speed (kph),Total Time (HH:MM:SS)
Harley Waggoner,Skateboard,Skateboard Push,30-39, False
Nolan Polewchak,Inline Skating,Inline Speed Skating,14-18, False
Amy Gage,Paddle Push,Skateboard Paddle/Push,50-59, False
Siena Strauss,Skateboard,Skateboard Push,13 & under, False
Ruby Andras,Skateboard,Skateboard Push,13 & under, False
Jonni Andras,Skateboard,Skateboard Push,14-18, False
Matthew Garcia,Inline Skating,Inline Speed Skating,19-29, False
Richard Giarusso,Skateboard,Skateboard Push,14-18, False
Ronald Lewis,Paddle Push,Skateboard Paddle/Push,50-59, False
Camille Best,Skateboard,Skateboard Push,30-39, False
Atlanta Cokley,Skateboard,Skateboard Push,19-29, False
Ehren Mohammadi,Skateboard,Skateboard Push,30-39, False
Herb Mooney,Paddle Push,Skateboard Paddle/Push,50-59, False
doug adler,Skateboard,Skateboard Push,30-39, False
Henri Strauss,Skateboard,Skateboard Push,13 & under, False
Gil Beyda,Skateboard,Skateboard Push,50-59, False
Kelso Waggoner,Skateboard,Skateboard Push,14-18, False
Gabriella Navarrete,Quad Skating,Quad Skate,30-39, False
Gianna Leffler,Inline Skating,Inline Speed Skating,19-29, False
William Ennis,Paddle,Skateboard Paddle,40-49, False
Thomas Rootes,Skateboard,Skateboard Push,19-29, False
Reagan Polewchak,Inline Skating,Inline Speed Skating,14-18, False
Charles Smith,Paddle,Skateboard Paddle,50-59, False
Lorenzo Leffler,Paddle Push,Skateboard Paddle/Push,19-29, False
Scott Warrior,Skateboard,Skateboard Push,60+, False
Sirena Andras,Skateboard,Skateboard Push,40-49, False
David Cohen,Paddle Push,Skateboard Paddle/Push,40-49, False
Axel Andras,Skateboard,Skateboard Push,13 & under, False
Ferrell Ennis,Inline Skating,Inline Speed Skating,14-18, False
Zack K,Skateboard,Skateboard Push,40-49, False
